7_days_ago,6_days_ago,5_days_ago,4_days_ago,3_days_ago,2_days_ago,1_days_ago,0_days_ago,sales_change,current_price
10.4,1.45,0.0,1.43,1.41,0.0,0.0,0.0,-54.55,1.44
1.8,1.76,0.43,0.43,0.0,0.0,0.0,0.0,-60.0,6.98
8.66,1.45,0.0,0.0,2.86,0.0,0.0,0.0,-6.67,1.44
1.75,3.45,1.67,0.82,0.81,0.0,0.0,0.0,0.0,2.48
0.0,-1.02,1.03,-1.02,0.0,0.0,0.0,0.0,-1.12,0.97
-0.57,-0.29,0.0,0.0,0.29,0.0,0.29,0.29,-0.35,3.48
5.22,1.65,0.0,0.81,0.0,0.0,0.0,0.0,100.0,2.48
4.35,1.67,1.64,0.0,0.0,0.0,0.0,0.0,20.0,2.48
0.0,0.0,0.0,0.0,-1.52,0.77,1.68,0.0,300.0,6.65
0.0,0.0,0.0,0.0,0.0,2.71,10.55,1.52,-66.67,4.68
0.0,0.0,0.0,0.0,8.78,1.86,0.0,-3.66,-5.71,1.58
0.0,0.0,0.0,-2.17,0.0,-1.27,-4.81,0.0,46.43,2.97
0.0,0.0,0.0,4.13,6.61,0.0,-6.2,1.32,-33.33,2.3
8.78,0.0,-3.73,1.94,0.0,0.0,0.0,0.0,-20.0,1.58
0.0,0.0,0.0,8.26,2.54,1.24,1.22,0.0,0.0,2.48
0.0,0.0,0.0,11.01,1.24,1.22,0.0,0.0,-40.0,2.48
1.45,0.0,1.43,1.41,0.0,0.0,0.0,0.0,80.0,1.44
1.76,0.43,0.43,0.0,0.0,0.0,0.0,0.0,-50.0,6.98
3.45,1.67,0.82,0.81,0.0,0.0,0.0,0.0,0.0,2.48
-1.02,1.03,-1.02,0.0,0.0,0.0,0.0,0.0,-12.5,0.97
-0.29,0.0,0.0,0.29,0.0,0.29,0.29,0.0,0.35,3.48
0.0,0.0,0.0,0.0,1.23,1.36,0.0,-1.64,100.0,6.58
0.0,0.0,0.0,-1.52,0.77,1.68,0.0,-0.3,-50.0,6.63
0.0,0.0,0.0,0.0,2.71,10.55,1.52,0.0,300.0,4.68
0.0,0.0,0.0,0.0,1.08,0.91,0.0,-0.6,-33.33,6.58
0.0,0.0,0.0,8.78,1.86,0.0,-3.66,3.8,18.18,1.64
0.0,0.0,0.0,0.0,1.12,0.83,0.0,-0.55,300.0,7.22
0.0,0.0,-2.17,0.0,-1.27,-4.81,0.0,0.0,-12.2,2.97
0.0,0.0,4.13,6.61,0.0,-6.2,1.32,7.83,150.0,2.48
0.0,0.0,8.26,2.54,1.24,1.22,0.0,0.0,300.0,2.48
0.0,0.0,11.01,1.24,1.22,0.0,0.0,0.0,200.0,2.48
1.67,0.82,0.81,0.0,0.0,0.0,0.0,0.0,150.0,2.48
0.0,0.0,0.29,0.0,0.29,0.29,0.0,1.15,-15.88,3.52
0.0,0.0,0.0,1.23,1.36,0.0,-1.64,0.0,-100.0,6.58
0.0,0.0,-1.52,0.77,1.68,0.0,-0.3,-0.45,50.0,6.6
0.0,0.0,0.0,2.71,10.55,1.52,0.0,0.43,-75.0,4.7
0.0,0.0,0.0,1.08,0.91,0.0,-0.6,0.0,-75.0,6.58
0.0,0.0,8.78,1.86,0.0,-3.66,3.8,0.0,33.33,1.64
0.0,0.0,0.0,1.12,0.83,0.0,-0.55,-0.28,0.0,7.2
0.0,-2.17,0.0,-1.27,-4.81,0.0,0.0,0.0,-52.78,2.97
0.0,4.13,6.61,0.0,-6.2,1.32,7.83,0.0,-60.0,2.48
0.0,0.0,0.0,1.83,0.0,0.0,-0.69,-0.28,-25.0,7.18
-3.73,1.94,0.0,0.0,0.0,0.0,0.0,3.8,0.0,1.64
0.0,8.26,2.54,1.24,1.22,0.0,0.0,0.0,125.0,2.48
0.0,11.01,1.24,1.22,0.0,0.0,0.0,0.0,-44.44,2.48
1.43,1.41,0.0,0.0,0.0,0.0,0.0,0.69,-66.67,1.45
0.0,0.29,0.0,0.29,0.29,0.0,1.15,0.85,2.7,3.55
0.0,0.0,1.23,1.36,0.0,-1.64,0.0,0.0,100.0,6.58
0.0,0.0,0.0,0.0,0.0,1.24,8.82,1.13,-20.0,8.98
0.0,-1.52,0.77,1.68,0.0,-0.3,-0.45,-0.3,-66.67,6.58
0.0,0.0,2.71,10.55,1.52,0.0,0.43,0.43,350.0,4.72
0.0,0.0,1.08,0.91,0.0,-0.6,0.0,0.0,700.0,6.58
0.0,8.78,1.86,0.0,-3.66,3.8,0.0,0.0,-19.23,1.64
0.0,0.0,1.12,0.83,0.0,-0.55,-0.28,0.0,0.0,7.2
-2.17,0.0,-1.27,-4.81,0.0,0.0,0.0,0.0,-44.12,2.97
4.13,6.61,0.0,-6.2,1.32,7.83,0.0,0.0,0.0,2.48
0.0,0.0,1.83,0.0,0.0,-0.69,-0.28,0.0,33.33,7.18
8.26,2.54,1.24,1.22,0.0,0.0,0.0,0.0,-55.56,2.48
0.0,0.0,0.0,0.0,0.0,3.99,11.75,1.72,100.0,4.74
11.01,1.24,1.22,0.0,0.0,0.0,0.0,0.0,-60.0,2.48
1.41,0.0,0.0,0.0,0.0,0.0,0.69,1.38,-50.0,1.47
2.86,0.0,0.0,0.0,0.0,0.0,0.69,1.38,100.0,1.47
0.29,0.0,0.29,0.29,0.0,1.15,0.85,0.28,3.43,3.56
0.0,1.23,1.36,0.0,-1.64,0.0,0.0,0.0,-100.0,6.58
0.0,0.0,0.0,0.0,1.24,8.82,1.13,0.0,-100.0,8.98
0.0,0.0,0.0,0.0,0.0,1.12,1.85,0.72,-25.45,2.78
-1.52,0.77,1.68,0.0,-0.3,-0.45,-0.3,0.0,200.0,6.58
0.0,2.71,10.55,1.52,0.0,0.43,0.43,0.21,-22.22,4.73
0.0,1.08,0.91,0.0,-0.6,0.0,0.0,0.0,0.0,6.58
8.78,1.86,0.0,-3.66,3.8,0.0,0.0,0.0,26.19,1.64
0.0,0.0,0.0,0.0,0.0,0.21,0.85,0.21,-53.85,4.74
0.0,1.12,0.83,0.0,-0.55,-0.28,0.0,0.0,-50.0,7.2
6.61,0.0,-6.2,1.32,7.83,0.0,0.0,0.0,-50.0,2.48
0.0,1.83,0.0,0.0,-0.69,-0.28,0.0,0.0,-100.0,7.18
2.54,1.24,1.22,0.0,0.0,0.0,0.0,0.0,50.0,2.48
0.0,0.0,0.0,0.0,3.99,11.75,1.72,0.0,-37.5,4.74
0.0,0.0,0.0,0.0,0.0,0.69,1.38,0.68,266.67,1.48
0.0,0.0,0.0,0.0,0.0,0.21,0.85,0.21,-33.33,4.74
0.0,0.0,0.0,0.0,0.0,0.69,1.38,0.68,-28.57,1.48
0.0,0.0,0.0,0.0,0.0,0.21,0.85,0.21,-45.45,4.74
0.0,0.0,0.0,0.0,0.0,0.21,0.85,0.21,0.0,4.74
0.0,0.0,0.0,0.0,0.0,15.19,6.59,2.06,100.0,1.98
0.0,0.29,0.29,0.0,1.15,0.85,0.28,0.28,-4.3,3.57
1.23,1.36,0.0,-1.64,0.0,0.0,0.0,0.0,100.0,6.58
0.0,0.0,0.0,0.0,1.12,1.85,0.72,0.0,-60.98,2.78
0.77,1.68,0.0,-0.3,-0.45,-0.3,0.0,0.0,166.67,6.58
2.71,10.55,1.52,0.0,0.43,0.43,0.21,0.21,-28.57,4.74
1.08,0.91,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,6.58
1.86,0.0,-3.66,3.8,0.0,0.0,0.0,0.0,-1.89,1.64
0.0,0.0,0.0,0.0,0.21,0.85,0.21,0.0,66.67,4.74
1.12,0.83,0.0,-0.55,-0.28,0.0,0.0,0.0,-50.0,7.2
0.0,-6.2,1.32,7.83,0.0,0.0,0.0,0.0,300.0,2.48
-1.35,0.0,0.0,0.0,0.0,0.0,6.83,4.79,566.67,3.28
1.83,0.0,0.0,-0.69,-0.28,0.0,0.0,0.0,100.0,7.18
0.0,0.0,0.0,3.99,11.75,1.72,0.0,0.0,120.0,4.74
0.0,0.0,0.0,0.0,0.69,1.38,0.68,0.0,-27.27,1.48
0.0,0.0,0.0,0.0,0.21,0.85,0.21,0.0,350.0,4.74
0.0,0.0,0.0,0.0,0.69,1.38,0.68,0.0,100.0,1.48
0.0,0.0,0.0,0.0,0.21,0.85,0.21,0.0,16.67,4.74
0.0,0.0,0.0,0.0,0.21,0.85,0.21,0.0,17.65,4.74
0.0,0.0,0.0,0.0,15.19,6.59,2.06,0.0,-66.67,1.98
0.29,0.29,0.0,1.15,0.85,0.28,0.28,0.28,16.33,3.58
0.0,0.0,1.24,8.82,1.13,0.0,0.0,0.0,100.0,8.98
0.0,0.0,0.0,1.12,1.85,0.72,0.0,0.0,37.5,2.78
1.68,0.0,-0.3,-0.45,-0.3,0.0,0.0,0.0,-50.0,6.58
10.55,1.52,0.0,0.43,0.43,0.21,0.21,0.0,-40.0,4.74
0.0,0.0,0.0,0.21,0.85,0.21,0.0,0.0,60.0,4.74
0.83,0.0,-0.55,-0.28,0.0,0.0,0.0,0.0,400.0,7.2
0.0,0.0,0.0,0.0,0.0,6.83,3.83,0.92,-4.0,3.28
-6.2,1.32,7.83,0.0,0.0,0.0,0.0,0.0,-100.0,2.48
0.0,0.0,3.99,11.75,1.72,0.0,0.0,0.0,-45.45,4.74
0.0,0.0,0.0,0.0,0.0,5.8,4.84,0.92,133.33,3.28
0.0,0.0,0.0,0.69,1.38,0.68,0.0,0.0,12.5,1.48
0.0,0.0,0.0,0.21,0.85,0.21,0.0,0.0,44.44,4.74
0.0,0.0,0.0,0.69,1.38,0.68,0.0,0.0,-45.0,1.48
0.0,0.0,0.0,0.21,0.85,0.21,0.0,0.0,57.14,4.74
0.0,0.0,0.0,0.21,0.85,0.21,0.0,0.0,-40.0,4.74
0.0,0.0,0.0,15.19,6.59,2.06,0.0,0.0,1133.33,1.98
0.29,0.0,1.15,0.85,0.28,0.28,0.28,0.28,0.53,3.59
0.0,1.24,8.82,1.13,0.0,0.0,0.0,0.0,-33.33,8.98
0.0,0.0,1.12,1.85,0.72,0.0,0.0,0.0,-13.64,2.78
0.0,-0.3,-0.45,-0.3,0.0,0.0,0.0,0.0,-25.0,6.58
1.52,0.0,0.43,0.43,0.21,0.21,0.0,0.0,0.0,4.74
0.0,0.0,0.0,0.0,-1.4,0.0,2.36,0.92,21.05,2.19
0.0,0.0,0.21,0.85,0.21,0.0,0.0,0.0,-37.5,4.74
0.0,0.0,0.61,0.0,0.0,0.0,4.88,3.49,-60.0,1.78
0.0,0.0,0.0,0.0,6.83,3.83,0.92,0.0,-37.5,3.28
0.0,0.0,3.8,0.0,0.0,0.0,4.88,3.49,800.0,1.78
0.0,3.99,11.75,1.72,0.0,0.0,0.0,0.0,-16.67,4.74
0.0,0.0,0.0,0.0,5.8,4.84,0.92,0.0,-42.86,3.28
0.0,0.0,0.69,1.38,0.68,0.0,0.0,0.0,11.11,1.48
0.0,0.0,0.21,0.85,0.21,0.0,0.0,0.0,-53.85,4.74
0.0,0.0,0.69,1.38,0.68,0.0,0.0,0.0,-18.18,1.48
0.0,0.0,0.21,0.85,0.21,0.0,0.0,0.0,-27.27,4.74
